airline_sentiment,text
negative,@southwestair Grand total from landing to getting bag: one hour. That's very sad.
negative,@SouthwestAir Been sitting outside our gate for 30 mins at LGA. Why no move to another gate? We'e baking on this plane!?! flight #3415
positive,@united I have a voucher that expires next week- can I get an extension on it before it expires?
negative,@USAirways &gt
negative,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/
negative,@JetBlue now we are delayed until 1:02! This is ridiculous
negative,@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!
negative,@united how much longer will it take? It a guitar- not a royal commission!
negative,@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue
negative,@united no u don't
negative,@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people
negative,@united Of course. That was the start of my trip 3 wks. ago. Its gone further downhill on my return.
negative,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane
negative,@united lax29108m make it happen please else on a cruise with no luggage tomorrow
negative,@USAirways so am I supposed to discuss this matter with a computer? #BadCustomerService #Airlines #DividendRewards
positive,@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp
positive,@united @SCVPools 
positive,.@united This flight attendant was extremely helpful to a woman who had a hard time walking. Very touching!
negative,@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really- now?
negative,@USAirways How the heck does one get the Internet desk to authorize a waiver? Would that involved being on hold for another hour?
negative,@USAirways I was eventually given a flight to Memphis but only after I was taken off my original flight bc I was checked in as my father
positive,@USAirways you need to check information regarding hotels- shuttles- re routing flights- delayed flights
positive,@SouthwestAir Hey there- can you follow us so we can DM you a question :) ð
negative,@united That is not what your reservations desk just told me.  They said there were plenty of seats
negative,@united Also your at-gate monitor showed 23 empty seats
negative,@united no still trying to get home.
negative,@USAirways so you're not honoring miles with @united that were traveled last year?
negative,@united waiting 12 mins and counting to get through to Global Services....something going on?
negative,@united that would have been nice earlier  today. Too Late Flight now. I hope.
negative,"@united funny- both my flights yesterday were delayed because of mechanical issues. Rotten luck to get 2 planes in a row with ""issues""..."
negative,@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?
negative,@United Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.
positive,@VirginAmerica Thanks! Good times there and back! #Vodkatonics the entire flightð¸#
negative,@united On last flight of the day no less. I am now driving 4 hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy
positive,@United- will you fill it? Yes they will. Thanks! #BringYourOwn- @kleankanteen http://t.co/daaa0rqBXW
negative,@USAirways Can you help me update KTN on the profile?  Ticket book via AA &amp
negative,@united Brothers luggage was lost on Copa Airlines Flight 635. He's competing Sunday for the 2015 Panamerican Cross Country Cup. Please help
positive,@USAirways hey guys just want to say I had the best flight ever! Thank you so much. I fell asleep and actually had a wet dream.
negative,@USAirways ...YOU ARE DESPICABLE! The flight plan was lost! Now we've been sitting on the tarmac for an hour! Its a 45 min flight!
negative,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?
negative,@united She ð won't ð be ð at ð my ð wedding ð. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we b
negative,@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic
negative,@USAirways So when was I supposed to call the Internet Desk? Especially since my reservation told me to directly call the main 1-800 number?
negative,@USAirways Congrats- you've just lost a customer for good. When I made a United weather change- free/5 min. You guys 2 hrs on hold &amp
positive,@SouthwestAir at troubadour with @Imaginedragons .#DestinationDragons http://t.co/rKlQXXaWhc
positive,@SouthwestAir  If you'd love to see more girls get inspired about becoming pilots- RT our free Albuquerque event. http://t.co/rfXlV1kGDh
negative,@SouthwestAir I lost my luggage. My birthday wish is to find my luggage.
positive,.@united I took a screenshot and emailed it to myself. Let's DM and figure this out.
negative,@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?
positive,@JetBlue If you'd love to see more girls be inspired about becoming pilots- RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh
positive,@united If you'd love to see more girls be inspired about becoming pilots- RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh
positive,@VirginAmerica If you'd love to see more girls be inspired to become pilots- RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh
negative,@SouthwestAir how often are airplane seats/tray tables cleaned and sanitized? rather have air purifier and clean seats than #wifi ð
positive,@SouthwestAir Do you have childrens rates for flights?
positive,@VirginAmerica thank you for the easy itinerary shift for impending weather. Quick- painless &amp
negative,@united so much for being here to help. Very disappointed in your customer service.
positive,@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.
negative,@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough
positive,@SouthwestAir I have a flight on Sunday the 22nd to Columbus from Denver. I just got a travel alert on my southwest app. Is the rescheduling
positive,@SouthwestAir absolutely required? Are the flights going to be 100% Cancelled Flighted?
negative,@VirginAmerica luggage was severely dented/missing wheel coming off baggage claim in SAN. Luggage agent Miranda (I think) wasn't any help.
positive,@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace
negative,@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive
positive,@united I hope so too :)
positive,@united nice and early back home! http://t.co/geG4nghmIE
negative,@SouthwestAir why did I not receive drink coupons with 65-000 points? But all my friends did?
negative,@united flight 1136 from Chicago to Houston over 2 hours and no pretzels or peanuts?! Seriously about passed out.
positive,@united ok- have sent u info via DM. I appreciate your help and consideration. ð
negative,@VirginAmerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/SLLYIBE2vQ
negative,@united - you delayed our departure by 2 hrs to wait for passengers from another flight that was Late Flight! Unacceptable!!
positive,@SouthwestAir had a great LA flight with Clarence and Frank! Those 2 guys are a hoot! ðð 
positive,@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10
negative,@USAirways I did at 7 pm! Still no bag..
positive,@united They held the plane! Made it!!
negative,@USAirways @AmericanAir flight 849's four subsequent delays destroyed my travel plans this evening. Looking to resolve this matter.
negative,@united I was flying home for a 9:30am event tomorrow. You pushed back my flight. Now I have a $400 ticket that won't get me home in time.
negative,@united @danahajek : she means to say there has been so many complaints today (this week- this month) that she can't respond b/c she's alone
negative,@united I mean- your employees were really nice as I literally sobbed?
negative,@united @danahajek : United's CEO has decided to outsource and or push out more and more of their skilled and loyal employees..lack of staff
negative,@united bad customer service  to NYC a few weeks ago. Thinking of moving on
positive,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN
positive,@JetBlue 162- SMF to JFK!
positive,@USAirways I left something on a recent flight today. Who do I contact to retrieve it please? Thanks!
positive,@USAirways landed at Phoenix- but we had to board a flight quickly to Vegas so no time at the airport. What now?
negative,@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...
negative,"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?"
negative,@united yes there is when you keep getting the same robotic answer.
positive,@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.
negative,@united on a flight to New York! Love the quality planes on United!! #WTF #crappy #aviation #NewYork http://t.co/zv6CfPoHl5
negative,@united no. U guys suck. I'll never fly with u again. And ur supervisors suck too.
positive,@united yes to more food! Add some gluten free options while you're at it
negative,@USAirways Hey- my bag was damaged flying with you yesterday. What can I do?
negative,@JetBlue It's not ideal- but it's okay. Better Late Flight than never! :)
positive,@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF
negative,@SouthwestAir were you handing out tickets while I was sleep ?
positive,@SouthwestAir we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG
negative,@USAirways Oh yes- because I had loads of time running to my connecting flight after you delayed me for about 90 minutes...
positive,@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG
negative,@SouthwestAir Anyone answering phone this morning at 800IFLYSWA? On hold 51 minutes and counting...
negative,@united Friend stuck in bus on runway at PEK with two small kids no customer service- no explanation- kids crying- awful service.
positive,@united we are trying to go as far away from King'sCollegeLondon as possible for #charity today. Would you help us ? #jailbreak #RAG
negative,@SouthwestAir I need your help but no one will pick up the phone.
positive,@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?
negative,"@united UA 1706 delayed again - I get charged $600 if Late Flight by you - you say ""oh well"""
negative,@united typically once you get the problem fixed - then the crew expires - and the delay turns into a Cancelled Flight...
negative,@united already missed connection... UA 495
negative,@SouthwestAir app error - says click here- can't click not hyperlinked http://t.co/IH5w9nfKz2
negative,"@united  UA 1706 there is no way a plane ""loses its software"" I believe you decided to do an upgrade..."
negative,@united's first flight (4651- to #IAH) from #IAD is delayed...because no one hooked up ground power to the plane. Get it together- folks.
negative,@united my flight out of BGM Cancelled Flightled last night- I get a hotel voucher- but had to pay for a cab back. Worse cab experience ever
positive,@USAirways International
positive,@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr
negative,@USAirways Umm- can you define 'extra time'?
negative,@VirginAmerica - the passenger in 7D- Flt 338 that assaulted me shouldn't have flown. I trust he's banned. Crew filed report to @FAANews
positive,@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  ð
positive,Hey @united you've upgraded me on a 10 hour International flight. I forgive you :-) thank you!
positive,@SouthwestAir @Imaginedragons #DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw
negative,@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT
negative,@united  No first class passenger should have to pay for inflight wifi.
negative,@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...
negative,@united I do I was on UA 495 LAX TO DEN - we are scheduled to land LAX @ 7:38 am - please rebook to Denver - best flight
positive,@JetBlue by any chance do u offer fresh guacamole on your flights
positive,@united now arrives LAX @ 8:03 am
positive,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler
positive,@united stellar customer service. You have earned my business by your attention to detail.
positive,@USAirways Got it- thanks!
negative,@SouthwestAir rocks - @AmericanAir horror
negative,@united at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees
positive,@JetBlue word thanks
positive,@JetBlue real shit my nigga north don't play around!
positive,@united provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness
negative,@united is ridiculous! UA6 delayed for 3.5 hours and counting. Should have booked with a diff airline that takes it seriously #unitedsucks
negative,@SouthwestAir On hold for two hours and it timed-out on me. Great system you got there.
positive,@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood
positive,“@united: @Addair  We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp
positive,@united lets do that can you email boarding pass?
negative,@united it's been booked into first class with curbside delivery 24 hours from now. I'm counting on it! #TeamUSA
negative,@SouthwestAir apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love
negative,@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.
positive,@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl
negative,@united Yes- myself and about 200 other people also.
positive,@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket
negative,@USAirways dealing w fam emergency. Was told was rebooked this am to AA flight 4297 out of ORD and now it's not in system. Need help ASAP.
negative,@USAirways no online clearly states I can NOT- It says to call res. I already explained that.
negative,@USAirways u would think if u were going to Cancelled Flight my flight- you'd rebook our seats to something other than the last row. #usairwaysfail
positive,@JetBlue @Airbus  Wow- awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek
positive,@SouthwestAir flt 3260 out of mht. Have fun with my kids and grandkids 10 of them!!  Jack says hi! http://t.co/BHOOiyT6ZQ
negative,@united never fails to have delayed flights ð
positive,@united good job at CLE .. TPA on schedule ... 4 to 5 inches of snow ! http://t.co/9tbsJquw41
negative,@USAirways It's pretty hilarious that you want @SweetingR to finish his awful experience before doing something. Make it right- now.
positive,@SouthwestAir loving the boarding to go to Chicago #KeepItMovin'
negative,@USAirways flight 705 FRA-CAT did some odd zig-zagging movements over Frankfurt...
negative,@USAirways Also- get excited- because he's going to be unable to contact you all from his destination- so you get to talk to me.
negative,@USAirways quick- let's board a plane so that we can sit on runway for 2 hours #clockwork #scareways #neverfails @AUmilo1
positive,@JetBlue ah no the staff was perfect this morning at JFK- more sleep for me!! :)
negative,@SouthwestAir how is tkt in the A grp for a cxld flight gets stuck at the back of the Cs when your site- phone and agents took 1h to rebook
positive,@VirginAmerica love the 90s music blasting at gate in #Boston while waiting for flight to #SanFrancisco. Only if I could get an iced coffee!
negative,@SouthwestAir Thanks for not telling us our flight was Cancelled Flightled- not helping us in anyway and ruining my birthday. #worstcustomerservice
positive,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS
positive,@JetBlue Thanks for the complimentary upgrade to first.  You are the best!
negative,@USAirways Cool. Now @SweetingR has been told you can't re-route his bags after he was told to leave them last night. He needs them to race.
negative,@united I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh.
positive,@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???
negative,@USAirways you've completely ruined a pro athlete's ability to prepare for a race. Now you won't help him get the bike he needs to the DR?!
negative,@United terrible illogical re-route after Cancelled Flightled connection. Then made me pay to check bag. Then lost bag. #ual
negative,@USAirways is there a number to call to modify reservation.  Please help. Very frustrating with american and us air merger
negative,@SouthwestAir Suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to Cancelled Flight online!
negative,@USAirways you call this a window seat? #airbus321seat14Fproblems http://t.co/ZKOE6clGiU
negative,@united It isnt simple issue- generally how you set up check in/baggage policies at Logan and general unhelpfulness of employees in early AM
negative,@united I appreciate the immediate offer- but suspect it is more long-term issue/not simple fix. Also- ski/bootbag policy is awkward at best
negative,@USAirways bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail
negative,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3)
negative,@USAirways incapable of seating a 2yo and mom together. Toddler in his own row #fail @CNN
positive,@JetBlue Thanks!
negative,@USAirways told to work it out ourselves #joke #fail
positive,@USAirways ok. Thank you
negative,@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it
negative,@USAirways yes. But the manner with which it was done was harsh for those affected. Already checked in. No remorse. Weak alternatives.
negative,@USAirways Trying to change my flight due to NYC travel advisory... your online system Cancelled Flighted my entire flight. Been on hold for over 1 hr
positive,@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z
positive,"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future"""
negative,@united do you teach your gate agents 2 lie? Or do they just learn on their own? There was overhead space for my bag-  didn't have to check
negative,@jetblue is the website down? Can't print boarding pass
negative,@USAirways any guesstimate on hold times? Can't change my flight online- at 45 mins and counting...
positive,@USAirways So no idea? Thanks...
positive,@SouthwestAir is my favorite airline!  I can't wait to book my flight to New Orleans for my trip in April!! :) :)
negative,@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail
negative,@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople
negative,@USAirways your checkin at @PHLAirport is a #shitshow- and the agent behind the counter who tried to send me to the wrong destination=rude!
negative,@united on flight 1665 but it's not departing! Website says delayed due to operational difficulties-what does that mean?
negative,All followers please note that @USAirways is not taking customer service calls- nor responding by helping via soc. media #dontflyusairways
positive,@JetBlue going to San Juan!
positive,@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?
positive,@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers- the landing was super smooth ðð ð #h
negative,"@united: ""Left gate 5 minutes early."" "
negative,@united really- fill out a form about my flight experience? I sent an email to the 1K email address.
negative,@SouthwestAir I'm going to need you to answer your phones. Being on hold for an hour isn't okay.
negative,@USAirways I don't want a reservation change- just adding a service. Am going public with this to get help.
negative,“@JetBlue: @benjaminokeefe Thanks for including us on your tour! Did you pack your winter coat?”Unfortunately yes ❄️⛄️ #WereNotinCaliAnymore
negative,@USAirways trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled- can someone assist me?
negative,@SouthwestAir Cancelled Flightled my flight won't refund me and told me 2 call customer service n been holding for 30 minutes still waitin #BadService
negative,@united while busy on his cell phone ???
positive,@USAirways we're glad to hear it. Out of curiosity- what causes such flight patterns?
negative,@SouthwestAir so why is every single flight out of @PortColumbusCMH Cancelled Flightled for only your airline?
negative,@united 132 characters does not cover my reasons I'm afraid
negative,@USAirways baggage drop at phl b/c is incredibly backed up... unacceptable service
negative,@united web app won't let me upgrade seats- call center wait time is 20 minutes plus- just want to get more legroom but it's a pita
positive,@JetBlue got it. Thanks
negative,@SouthwestAir  at fort launder dale and the gate agent can't switch flights to an earlier flight but we can on our phone...ridiculous
positive,@JetBlue do you have a waiver for NY weather today?
positive,@SouthwestAir Flight 4315 (N231WN) taxis at @FlyTPA prior to flight to @Fly_Nashville http://t.co/IDRa8keNoH
negative,@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb
negative,@SouthwestAir Have been on hold to reschedule a flight for 1.5 hours! Please help! Phone will be out of batteries soon.
negative,@united Will never fly with you again! Terrible service!! Ruined our entire vacation!! #lostsuitcase #noreimbursement
negative,"@united your ""Airserv"" contractors aren't worth a wet damn. 30min Late Flight- still not done w bags on UA1566. They made checkin a calamity."
negative,@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website
positive,@SouthwestAir great flight! And great view! http://t.co/auFM4xdaj2
negative,@USAirways DCA to RSW at 8:30am Cancelled Flightled.  Rebook to Charlotte Cancelled Flightled.  Can we rebook selves online???
negative,@USAirways I fucking hate your customer service. I've been on hold all morning trying to figure out why you Cancelled Flighted my flight.
negative,@USAirways I'm on vacation- This is the LAST thing I want to be doing. Is anyone even answering the phone?
positive,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
negative,@USAirways or is anyone even responding to social media? AWFUL.
negative,@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.
positive,@SouthwestAir Are we sure flights will not be Cancelled Flighted after 1200 I am trying to make plans in STL
negative,@united have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp
negative,@united 15.99 for wireless?  Was 6.99 epic #fail . #greedy #piggy you are the worst!
negative,@USAirways Saying my friend missed her flight when she clearly sat next to me on the plane &amp
negative,@united his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.
negative,@SouthwestAir been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with @USAirways instead! Lots of room there!
negative,@united 
negative,@SouthwestAir been on hold to rebook a flight to CMH for 1.5 hrs. Your rebook website is crashed.
negative,@SouthwestAir- I've been on hold for 3 hrs. now- waiting to talk to someone with a pulse to get my Cancelled Flighted flight rescheduled. Is this SOP?
positive,@SouthwestAir Can I book a flight on my own and get reimbursed by you?
negative,@united your plane's been waiting at the Gate for two hours with all passengers onboard in their cramped seats. Yuck.
negative,@USAirways can you please post wait time-have been on hold for two hours
negative,@united if you're going to Cancelled Flight flights today- do everyone a favor and get on it now. Don't stall the inevitable.
positive,@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg
positive,@JetBlue When are you guys doing a dualcam with @RedReserve ?
negative,@USAirways paid to upgrade to first class- went up to Admirals club at PHX airport to be turned away because our flight is to CUN and not MC
negative,@USAirways so disappointed. Least you could do is give us access to admirals club for an hour before our flight to our wedding!
negative,@southwestair Cancelled Flightling flights due to winter weather is totally understandable- but it would sure be nice if you would answer your phones.
negative,@SouthwestAir thanks for the Cancelled Flightation today. Only airline that's Cancelled Flighted. Lost a customer today.
negative,@SouthwestAir - i needed refund on my Cancelled Flightled flights this morning and had been on hold for more than an hour X 3. what to do?
negative,@USAirways check in at St. Louis is so rude- even the TSA is nicer than them.
positive,@united thank you.
negative,@united I'm afraid not... I fly or service every week and I'm just unhappy..spend too much money to be unhappy
positive,"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause"
positive,@united 757 N33103 taxies @bhx_official departing as UA26 to Newark Liberty Airport http://t.co/IALiCEH2FT
negative,@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...
negative,@SouthwestAir I've been on hold for 2 hours!  When will you answer??
positive,@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow- similar to your policy for infant car seats?
negative,@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad- but this is insane. #customerservice #customerloyalty
positive,@JetBlue I would like to receive offers.
positive,@USAirways what's the point of email stating I didn't get bumped to 1st class? I know I'm not in first class- I booked the regular ticket
negative,@united I was- just very surprised it took over 15 mins. Never experienced anything like that on 1K number
positive,@SouthwestAir Thanks 4 the great service- staff- letting me change my flight 5 times for free! PVD to the skies for me always on SWA!
positive,@SouthwestAir so glad u guys do business w/ more class than UR competitors @SpiritAirlines ð
positive,@SouthwestAir Plz consider customers you're losing to #AA for ð« the KC ↔️ OKC directs. #okcdirects #OKC #MCI #flights #okcprofession
negative,@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.
positive,@united Hi have a question re future Flight Booking Problems. DUB-JAC 29/9 JAC-LAX 8/10 LAX-DUB 13/10. I'm *G. What is checked bag allowance for JAC-LAX?
negative,@SouthwestAir Cancelled Flightled my flight without explanation and won't pick up the phone...25 minutes and counting.   #customerservice @olive201
negative,@united terrible service for military members and their families. #ridiculous #UnitedAirlines
positive,@SouthwestAir Show Jacksonville some ðtoo!  We want #3ticketsforJ
positive,@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv
negative,@SouthwestAir so u Cancelled Flight our flight to PHX bc of SDF weather but flights 2 the NE from SDF are still going on?! WTF? http://t.co/NGG3N0wIaR
negative,@SouthwestAir Been on hold for over an hour - any chance someone can help me on here?
negative,@USAirways on hold for 1hr- 30min. Not willing to hang in there as long as @franchise02. @AmericanAir answered in 7 min. U are not 1 yet.
positive,@JetBlue I'd go back to Haiti to deliver shoes- books&amp
negative,@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA
positive,@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc
negative,@united I sent my details to the customer care link you sent me almost a month ago and no response.
negative,@usairways I've been on hold for approaching 2 hrs for an issue when I changed my ticket online. Frustrating.
positive,@SouthwestAir How can we get refund instead of credit for flight that you Cancelled Flightled? We couldn't switch to a flight tomorrow.
negative,@SouthwestAir - STL-BOS flight today was Cancelled Flightled. Online resched form gives an error. On hold for past 90 min. HELP! #terribleservice
positive,@JetBlue Port-Au-Prince- Haiti for continued food distribution- medical supplies- &amp
negative,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
negative,@SouthwestAir  been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? @SouthwestAir  #BNA
negative,@united 3 hours of sitting in the plane that hasn't left the Gate yet. 6 more hours of actual flying left.
negative,@united officially has the most inefficient boarding procedure. There is no reason it should take 45 mins to board a plane!
negative,@SouthwestAir crazy hold times today. Over an hour now. Help?
negative,@usairways when trying to check-in online- it says to call...now I've been on hold for 2 hours...what to do?
negative,@SouthwestAir my flight is Cancelled Flightled due to weather. What next ?
negative,@USAirways flight 813 DCA to CLT stuck waiting on CLT ATC. Cmon #FAA Missing flt 826 CLT to MBJ- hope you can rebook me! 816?
positive,@JetBlue thanks for getting me to Orlando early #happiness
negative,@SouthwestAir on hold for over an hour twice?  Terrible.
negative,@united diverged to Burlington- Vermont. This sucks.
negative,@united airlines 1st &amp
negative,@SouthwestAir answered. My options are a refund or a resched for Monday (I'd miss work). So I'm paying hundreds for a @USAirways flight tmw.
negative,@SouthwestAir - I get that weather delays are not in your hands- but is there nothing else you can offer for the massive inconvenience?
positive,@SouthwestAir Had a great trip this past week to Vegas for work
negative,@JetBlue if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees
negative,@united just had the worst customer service experience ever on united airlines
positive,@usairways Does anyone know the hold times for USAirways reservations?
positive,@JetBlue oh definitely. I kind of only fly JetBlue.
negative,@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!
negative,@SouthwestAir where are our pilots? Plane is here flight says it's still on time- but we should of been off the ground 15 minutes ago.
negative,@SouthwestAir too long to wait for bags when they could have been on the next flight out. The party of 4 could have waited in Albany
negative,@SouthwestAir been on hold now for 1 hour 20 minutes with cust service. Can you help?
positive,@JetBlue Fliers to Gain Access to WSJ Content - Analyst Blog - Nasdaq http://t.co/dWEse7Xidr
positive,@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches
negative,@USAirways now the 3rd issue with the plane is a fuel leak. They will let us know soon what they decide. #getmeoffthisplane #ineedabeer
positive,@united any last minute flight deals for your cute little #frequentflyer ??? :)))) my Friday flight was Cancelled Flightled!!
positive,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.
negative,@SouthwestAir I will never choose @USAirways over you again! #getmeoffthisbird
positive,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv
negative,@USAirways - been on hold with reservations for over 30 min already! #worstairline
negative,@SouthwestAir customer svc worse than the #WinterWeather !  Flight Cancelled Flighted- website malfunction- on hold for &gt
negative,@united you get a 2nd chance today as I fly to A'dam. Let's see if you can redeem yourself after that last horrendous trip to the states.
negative,@USAirways Was told it was a software bug. Told to call back this AM  Now your system is too busy to handle any calls this AM.  Clown shoes.
positive,@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.
negative,@SouthwestAir is anyone answering phones to rebook Cancelled Flightled flights?
negative,@USAirways Easily the most ridiculous experience trying to spend money with your company.
negative,@United site errored out at last step of changing award. Now can't even pull up reservation. 60 minute wait time.  Thanks @United!
negative,@USAirways your flight attendants are all jerks ð
negative,@USAirways - I'm currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund
negative,@united lost bag in Huston we leave for a Bahamas cruise today from #nola and had to buy all new stuff. Customer service is non existent
positive,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight
negative,@united @baldordash Rebooked-arrived 8 hours Late Flightr.  Last year 9 hrs to San Diego and the no inflight entertainment!
positive,@united #787 to begin Newark-London Heathrow route on May 6 @PANYNJ @BoeingAirplanes @FroschTravel http://t.co/RdJ1MwFLg1
negative,@SouthwestAir - been on hold forever. My first flight was Cancelled Flightled but my 2nd flight is still on time - HELP!
